Seed,Condition,V_T_step,V_T,DC,EC,R
0,C3,0.26,12.71,1490,1428,0.9989141982830821
0,C3,0.27,13.195,1372,1325,1.0072581641893796
0,C3,0.28,13.68,1218,1168,0.9995607572146407
0,C3,0.29,14.165,1086,1043,1.0011847090810067
0,C3,0.3,14.65,954,903,0.9858838041627576
0,C3,0.31,15.135,856,808,0.9831022594969228
0,C3,0.32,15.62,741,717,1.0090137002074668
0,C3,0.33,16.105,672,644,0.9989073196419168
0,C3,0.34,16.59,614,584,0.9911376454750604
0,C3,0.35,17.075,535,521,1.0155988270289658
0,C3,0.36,17.56,471,454,1.004894429519035
0,C3,0.37,18.045,417,400,0.9998846401750963
0,C3,0.38,18.53,377,344,0.9500972590627762
0,C3,0.39,19.015,328,293,0.9299057546862561
0,C3,0.4,19.5,289,248,0.892888431822647
0,C3,0.41,19.985,263,211,0.83415944510734
0,C3,0.42,20.47,229,183,0.8311191813152132
0,C3,0.43,20.955,207,161,0.8088736271223395
0,C3,0.44,21.44,179,137,0.796105120427115
0,C3,0.45,21.925,162,130,0.8351788759606456
0,C3,0.46,22.41,148,117,0.8227867820119532
0,C3,0.47,22.895,139,111,0.8312690598224441
0,C3,0.48,23.38,124,100,0.8396575746050263
0,C3,0.49,23.865,115,88,0.7965622951298297
0,C3,0.5,24.35,105,83,0.8230870720068816
0,C3,0.51,24.835,99,78,0.8204206669217955
0,C3,0.52,25.32,90,74,0.8564250618413473
0,C3,0.53,25.805,83,66,0.8281940785148765
0,C3,0.54,26.29,79,66,0.870331685235103
0,C4,0.14,6.89,4109,3932,0.9966907008552324
0,C4,0.15,7.375,3895,3746,1.0032453532194887
0,C4,0.16,7.86,3672,3568,1.016416453842645
0,C4,0.17,8.345,3459,3316,0.9991098382729626
0,C4,0.18,8.83,3218,3076,0.9955555477182431
0,C4,0.19,9.315,2959,2827,0.9950290187366916
0,C4,0.2,9.8,2688,2584,1.0024343244679939
0,C4,0.21,10.285,2485,2406,1.0108261601179287
0,C4,0.22,10.77,2248,2174,1.009296546212933
0,C4,0.23,11.255,2036,2015,1.0360407979463608
0,C4,0.24,11.74,1843,1827,1.0374924690217298
0,C4,0.25,12.225,1668,1666,1.0457620797910074
0,C4,0.26,12.71,1490,1479,1.0381096569972823
0,C4,0.27,13.195,1372,1346,1.024643115953554
0,C4,0.28,13.68,1218,1189,1.018930752929444
0,C4,0.29,14.165,1086,1036,0.9940142854773304
0,C4,0.3,14.65,954,922,1.007857960692397
0,C4,0.31,15.135,856,832,1.0138570213589981
0,C4,0.32,15.62,741,721,1.0149005061842782
0,C4,0.33,16.105,672,617,0.9553976026759429
0,C4,0.34,16.59,614,561,0.9507265514493353
0,C4,0.35,17.075,535,501,0.9753890959489072
0,C4,0.36,17.56,471,439,0.970783814318429
0,C4,0.37,18.045,417,382,0.9538213899570963
0,C4,0.38,18.53,377,346,0.9557396216848231
0,C4,0.39,19.015,328,306,0.9719454852470941
0,C4,0.4,19.5,289,269,0.9697513776752532
0,C4,0.41,19.985,263,246,0.974625285557823
0,C4,0.42,20.47,229,219,0.9968214981525024
0,C4,0.43,20.955,207,193,0.971549942240316
0,C4,0.44,21.44,179,165,0.9604593724815105
0,C4,0.45,21.925,162,159,1.0233042668664987
0,C4,0.46,22.41,148,142,1.000124979514947
0,C4,0.47,22.895,139,133,0.9973664555133562
0,C4,0.48,23.38,124,119,1.0003536549274934
0,C4,0.49,23.865,115,112,1.0152940769940273
0,C4,0.5,24.35,105,105,1.0426546076753849
0,C4,0.51,24.835,99,87,0.9155873223752604
0,C4,0.52,25.32,90,79,0.9145705375906719
0,C4,0.53,25.805,83,67,0.8407937321778273
0,C4,0.54,26.29,79,62,0.8173849846430166
0,C5,0.14,6.89,2499,2411,1.006649579735152
0,C5,0.15,7.375,2527,2391,0.9839532171738294
0,C5,0.16,7.86,2537,2370,0.9693573204382782
0,C5,0.17,8.345,2502,2372,0.9862403047697332
0,C5,0.18,8.83,2415,2281,0.9820596649196446
0,C5,0.19,9.315,2288,2176,0.9900410930285694
0,C5,0.2,9.8,2146,2031,0.9846276207279976
0,C5,0.21,10.285,2022,1869,0.9588365310353237
0,C5,0.22,10.77,1867,1693,0.9389602096539532
0,C5,0.23,11.255,1725,1564,0.9393322151403332
0,C5,0.24,11.74,1599,1483,0.9634735175386124
0,C5,0.25,12.225,1463,1341,0.9515097054689028
0,C5,0.26,12.71,1325,1227,0.9624911305157299
0,C5,0.27,13.195,1230,1110,0.93640020390047
0,C5,0.28,13.68,1098,998,0.9440579760310701
0,C5,0.29,14.165,983,891,0.9416691797533288
0,C5,0.3,14.65,874,794,0.9442838842477527
0,C5,0.31,15.135,789,721,0.9503721960549117
0,C5,0.32,15.62,699,654,0.9742540832235382
0,C5,0.33,16.105,637,587,0.9591053881085724
0,C5,0.34,16.59,587,543,0.9630293942533623
0,C5,0.35,17.075,512,467,0.9493301862657794
0,C5,0.36,17.56,452,419,0.9653991949935214
0,C5,0.37,18.045,401,376,0.9768680888966299
0,C5,0.38,18.53,363,333,0.9553321560127348
0,C5,0.39,19.015,318,289,0.9463817042548064
0,C5,0.4,19.5,281,258,0.9563797351255935
0,C5,0.41,19.985,256,238,0.9686368869755406
0,C5,0.42,20.47,223,200,0.9340717042260627
0,C5,0.43,20.955,201,177,0.9170273112708004
0,C5,0.44,21.44,176,158,0.9351532150640115
0,C5,0.45,21.925,160,147,0.9573080045337581
0,C5,0.46,22.41,146,138,0.9851412935982747
0,C5,0.47,22.895,137,130,0.9890356823917338
0,C5,0.48,23.38,123,121,1.0256215921591563
0,C5,0.49,23.865,114,110,1.0058468807877632
0,C5,0.5,24.35,105,107,1.0626445713354402
0,C5,0.51,24.835,99,102,1.0744309965914414
0,C5,0.52,25.32,90,100,1.1591694327353195
0,C5,0.53,25.805,83,92,1.1562851515974137
0,C5,0.54,26.29,79,89,1.175277043631474
1,C0,0.14,6.89,10603,10077,0.9759651346697755
1,C0,0.15,7.375,11278,10816,0.9990728502540698
1,C0,0.16,7.86,11907,11470,1.0135931612290376
1,C0,0.17,8.345,12462,12040,1.0263433848608507
1,C0,0.18,8.83,12952,12437,1.0038200227396394
1,C0,0.19,9.315,13420,12893,1.0066712134548255
1,C0,0.2,9.8,13856,13302,1.0036682506739902
1,C0,0.21,10.285,14144,13561,0.996697142809351
1,C0,0.22,10.77,14515,13880,0.9795213246854954
1,C0,0.23,11.255,14804,14133,0.9657087484223073
1,C0,0.24,11.74,15056,14359,0.9541581570981763
1,C0,0.25,12.225,15279,14589,0.958903125274156
1,C0,0.26,12.71,15509,14830,0.9673038753187495
1,C0,0.27,13.195,15654,14976,0.9695040378801085
1,C0,0.28,13.68,15846,15151,0.9583166946197055
1,C0,0.29,14.165,15997,15309,0.9652418664706528
1,C0,0.3,14.65,16143,15449,0.9607622073793899
1,C0,0.31,15.135,16257,15583,0.9845059277121951
1,C0,0.32,15.62,16386,15692,0.962576742144666
1,C0,0.33,16.105,16464,15770,0.9633286688883607
1,C0,0.34,16.59,16530,15835,0.9624881441065952
1,C0,0.35,17.075,16614,15919,0.9633941801547435
1,C0,0.36,17.56,16682,16003,0.9984104323593109
1,C0,0.37,18.045,16740,16063,1.0091902525439789
1,C0,0.38,18.53,16782,16111,1.0324201775112867
1,C0,0.39,19.015,16832,16146,0.9948818555839386
1,C0,0.4,19.5,16873,16180,0.9755189234782049
1,C0,0.41,19.985,16901,16195,0.9302498837152555
1,C0,0.42,20.47,16935,16223,0.9034390219898656
1,C0,0.43,20.955,16957,16241,0.8821616907161458
1,C0,0.44,21.44,16987,16279,0.9078831180500259
1,C0,0.45,21.925,17004,16292,0.8823434034132216
1,C0,0.46,22.41,17018,16309,0.892452476789282
1,C0,0.47,22.895,17027,16322,0.9129477832126567
1,C0,0.48,23.38,17043,16343,0.9437063487406737
1,C0,0.49,23.865,17052,16348,0.9111749573012449
1,C0,0.5,24.35,17062,16353,0.8675585794607091
1,C0,0.51,24.835,17068,16357,0.8471068457263384
1,C0,0.52,25.32,17077,16370,0.8714538959898215
1,C0,0.53,25.805,17084,16377,0.8648385725774435
1,C0,0.54,26.29,17088,16378,0.8320613141540109
1,C1,0.14,6.89,6564,6392,1.0246267663427924
1,C1,0.15,7.375,5889,5653,1.0009280101503053
1,C1,0.16,7.86,5260,4999,0.9865891348235271
1,C1,0.17,8.345,4705,4429,0.9743327766813421
1,C1,0.18,8.83,4215,4032,0.9961945143022614
1,C1,0.19,9.315,3747,3576,0.9933729966987629
1,C1,0.2,9.8,3311,3167,0.9963451562092087
1,C1,0.21,10.285,3023,2908,1.003313802206094
1,C1,0.22,10.77,2652,2589,1.0209068192783652
1,C1,0.23,11.255,2363,2336,1.035508896065936
1,C1,0.24,11.74,2111,2110,1.0480442812973898
1,C1,0.25,12.225,1888,1880,1.0428582133508995
1,C1,0.26,12.71,1658,1639,1.0338012960720087
1,C1,0.27,13.195,1513,1493,1.0314552192960156
1,C1,0.28,13.68,1321,1318,1.0434963781955566
1,C1,0.29,14.165,1170,1160,1.0360097657765697
1,C1,0.3,14.65,1024,1020,1.0408402748559777
1,C1,0.31,15.135,910,886,1.0157379167069214
1,C1,0.32,15.62,781,777,1.0388782070216587
1,C1,0.33,16.105,703,699,1.0380673100427464
1,C1,0.34,16.59,637,634,1.0389738368447377
1,C1,0.35,17.075,553,550,1.037996720967711
1,C1,0.36,17.56,485,466,1.0015920983887687
1,C1,0.37,18.045,427,406,0.99089343905095
1,C1,0.38,18.53,385,358,0.9685978846428228
1,C1,0.39,19.015,335,323,1.005144474579906
1,C1,0.4,19.5,294,289,1.025095439906494
1,C1,0.41,19.985,266,274,1.074979978504458
1,C1,0.42,20.47,232,246,1.1068815666135987
1,C1,0.43,20.955,210,228,1.1335790371810321
1,C1,0.44,21.44,180,190,1.1014633713509565
1,C1,0.45,21.925,163,177,1.1333455841927762
1,C1,0.46,22.41,149,160,1.1205078432833027
1,C1,0.47,22.895,140,147,1.0953528979291753
1,C1,0.48,23.38,124,126,1.0596516610643207
1,C1,0.49,23.865,115,121,1.0974840693184114
1,C1,0.5,24.35,105,116,1.1526599167765927
1,C1,0.51,24.835,99,112,1.1804886302654842
1,C1,0.52,25.32,90,99,1.1475076359193648
1,C1,0.53,25.805,83,92,1.1562851515974137
1,C1,0.54,26.29,79,91,1.201834507853233
1,C2,0.14,6.89,4014,3741,0.9631080071102492
1,C2,0.15,7.375,3859,3629,0.974675294795756
1,C2,0.16,7.86,3600,3361,0.9663031693961278
1,C2,0.17,8.345,3389,3165,0.967177288411608
1,C2,0.18,8.83,3167,2982,0.9773998182159952
1,C2,0.19,9.315,2907,2758,0.9867329361270296
1,C2,0.2,9.8,2644,2459,0.9640848982950366
1,C2,0.21,10.285,2458,2255,0.9493612573033634
1,C2,0.22,10.77,2214,2038,0.9538025292709906
1,C2,0.23,11.255,2013,1850,0.9526592097667915
1,C2,0.24,11.74,1816,1654,0.9437450286276708
1,C2,0.25,12.225,1655,1512,0.9474953678894603
1,C2,0.26,12.71,1474,1355,0.9544833754645158
1,C2,0.27,13.195,1353,1242,0.9533473988685928
1,C2,0.28,13.68,1210,1119,0.9613633940829678
1,C2,0.29,14.165,1080,966,0.9281382814795703
1,C2,0.3,14.65,950,835,0.9117237734222982
1,C2,0.31,15.135,851,749,0.9135102244627635
1,C2,0.32,15.62,736,649,0.9158501037486945
1,C2,0.33,16.105,666,570,0.8882619961933127
1,C2,0.34,16.59,611,518,0.879946062311738
1,C2,0.35,17.075,535,448,0.8693188321169587
1,C2,0.36,17.56,469,382,0.845434400341533
1,C2,0.37,18.045,416,336,0.8386322349317453
1,C2,0.38,18.53,377,309,0.851581991753552
1,C2,0.39,19.015,331,275,0.8637528277788908
1,C2,0.4,19.5,292,248,0.8835578435868268
1,C2,0.41,19.985,264,231,0.9108341544525188
1,C2,0.42,20.47,231,206,0.9286785689663387
1,C2,0.43,20.955,209,178,0.8865446298320117
1,C2,0.44,21.44,179,148,0.8606056083621232
1,C2,0.45,21.925,163,134,0.8557544209524132
1,C2,0.46,22.41,149,126,0.8805641805473025
1,C2,0.47,22.895,140,113,0.8402556510498551
1,C2,0.48,23.38,124,101,0.8481059620660297
1,C2,0.49,23.865,115,92,0.8329730719912073
1,C2,0.5,24.35,105,84,0.8330546231309124
1,C2,0.51,24.835,99,82,0.8627040527937581
1,C2,0.52,25.32,90,79,0.9145705375906719
1,C2,0.53,25.805,83,76,0.9542597891106915
1,C2,0.54,26.29,79,70,0.9233042150609677
1,C3,0.14,6.89,4014,3981,1.0445921058805392
1,C3,0.15,7.375,3859,3789,1.0304890121253687
1,C3,0.16,7.86,3600,3515,1.0225928713567667
1,C3,0.17,8.345,3389,3256,1.001838166615106
1,C3,0.18,8.83,3167,3075,1.0148802424811754
1,C3,0.19,9.315,2907,2804,1.006567414712786
1,C3,0.2,9.8,2644,2558,1.0100365180810666
1,C3,0.21,10.285,2458,2385,1.013359717320857
1,C3,0.22,10.77,2214,2171,1.0254990148400107
1,C3,0.23,11.255,2013,1992,1.035843792306559
1,C3,0.24,11.74,1816,1822,1.051527218064832
1,C3,0.25,12.225,1655,1653,1.0457110138137589
1,C3,0.26,12.71,1474,1452,1.0294184004397007
1,C3,0.27,13.195,1353,1336,1.0318708974562036
1,C3,0.28,13.68,1210,1202,1.0382851361468342
1,C3,0.29,14.165,1080,1069,1.0339708393458393
1,C3,0.3,14.65,950,943,1.0368096300263734
1,C3,0.31,15.135,851,827,1.0136717995826416
1,C3,0.32,15.62,736,736,1.0443653467234475
1,C3,0.33,16.105,666,668,1.0474370326278433
1,C3,0.34,16.59,611,618,1.0564428705495046
1,C3,0.35,17.075,535,541,1.055909536841018
1,C3,0.36,17.56,469,457,1.0161603211237626
1,C3,0.37,18.045,416,400,1.002348047123702
1,C3,0.38,18.53,377,353,0.9754989193071715
1,C3,0.39,19.015,331,319,1.004683060058178
1,C3,0.4,19.5,292,287,1.0249687628567512
1,C3,0.41,19.985,264,272,1.0752122072737
1,C3,0.42,20.47,231,245,1.107151395612934
1,C3,0.43,20.955,209,227,1.1340042856578934
1,C3,0.44,21.44,179,189,1.1017844151922365
1,C3,0.45,21.925,163,177,1.1333455841927762
1,C3,0.46,22.41,149,160,1.1205078432833027
1,C3,0.47,22.895,140,147,1.0953528979291753
1,C3,0.48,23.38,124,126,1.0596516610643207
1,C3,0.49,23.865,115,121,1.0974840693184114
1,C3,0.5,24.35,105,116,1.1526599167765927
1,C3,0.51,24.835,99,112,1.1804886302654842
1,C3,0.52,25.32,90,99,1.1475076359193648
1,C3,0.53,25.805,83,92,1.1562851515974137
1,C3,0.54,26.29,79,91,1.201834507853233
1,C4,0.14,6.89,4014,3813,0.9872287425426935
1,C4,0.15,7.375,3859,3689,0.9954416661496143
1,C4,0.16,7.86,3600,3423,0.9888054448362205
1,C4,0.17,8.345,3389,3226,0.9903588698947319
1,C4,0.18,8.83,3167,2959,0.9682100547910691
1,C4,0.19,9.315,2907,2739,0.9785792187078381
1,C4,0.2,9.8,2644,2454,0.9617813311110908
1,C4,0.21,10.285,2458,2269,0.9561970971475722
1,C4,0.22,10.77,2214,2061,0.9661065103849262
1,C4,0.23,11.255,2013,1847,0.9509192165844729
1,C4,0.24,11.74,1816,1657,0.9456482703629988
1,C4,0.25,12.225,1655,1527,0.9578557330034643
1,C4,0.26,12.71,1474,1365,0.9621641377808569
1,C4,0.27,13.195,1353,1267,0.9741365185834944
1,C4,0.28,13.68,1210,1163,1.0020372824139618
1,C4,0.29,14.165,1080,1029,0.9927031160046056
1,C4,0.3,14.65,950,903,0.9902791509159639
1,C4,0.31,15.135,851,798,0.9763157991427878
1,C4,0.32,15.62,736,700,0.9910146352088716
1,C4,0.33,16.105,666,648,1.014792176665636
1,C4,0.34,16.59,611,607,1.0369192881070592
1,C4,0.35,17.075,535,531,1.0357415358345363
1,C4,0.36,17.56,469,452,1.004728850862483
1,C4,0.37,18.045,416,403,1.010054229428607
1,C4,0.38,18.53,377,373,1.0320487552140736
1,C4,0.39,19.015,331,339,1.0689964281901394
1,C4,0.4,19.5,292,305,1.0904654940964702
1,C4,0.41,19.985,264,272,1.0752122072737
1,C4,0.42,20.47,231,243,1.0979780727099846
1,C4,0.43,20.955,209,224,1.1188107934572433
1,C4,0.44,21.44,179,198,1.1548887917599568
1,C4,0.45,21.925,163,182,1.165718754202324
1,C4,0.46,22.41,149,166,1.1629547326695338
1,C4,0.47,22.895,140,148,1.1028718478384554
1,C4,0.48,23.38,124,133,1.1190004857666425
1,C4,0.49,23.865,115,119,1.0792118069405663
1,C4,0.5,24.35,105,112,1.1126408673147072
1,C4,0.51,24.835,99,110,1.1592667305119166
1,C4,0.52,25.32,90,98,1.1358472637930215
1,C4,0.53,25.805,83,96,1.2068531868879047
1,C4,0.54,26.29,79,90,1.1885549650254532
1,C5,0.14,6.89,2508,2367,0.9810572696940065
1,C5,0.15,7.375,2539,2470,1.0165346587942012
1,C5,0.16,7.86,2521,2431,1.0060646856475417
1,C5,0.17,8.345,2455,2383,1.0138100171972402
1,C5,0.18,8.83,2370,2307,1.0170641170255936
1,C5,0.19,9.315,2278,2235,1.0262717543213191
1,C5,0.2,9.8,2138,2076,1.0139076675421095
1,C5,0.21,10.285,2043,1994,1.0197762273469289
1,C5,0.22,10.77,1891,1873,1.036625871579603
1,C5,0.23,11.255,1745,1752,1.0521074102362569
1,C5,0.24,11.74,1602,1595,1.041884371374561
1,C5,0.25,12.225,1490,1498,1.0527801624527777
1,C5,0.26,12.71,1341,1359,1.061444707491816
1,C5,0.27,13.195,1246,1288,1.084096101794896
1,C5,0.28,13.68,1121,1166,1.0906443338467215
1,C5,0.29,14.165,1011,968,0.9979259817384553
1,C5,0.3,14.65,892,879,1.0287240728649216
1,C5,0.31,15.135,803,753,0.9763980010060264
1,C5,0.32,15.62,698,656,0.9788167111424226
1,C5,0.33,16.105,636,607,0.9946556542315839
1,C5,0.34,16.59,591,542,0.9544596289946825
1,C5,0.35,17.075,522,489,0.9757653244716816
1,C5,0.36,17.56,459,434,0.985218472934682
1,C5,0.37,18.045,407,387,0.9909471941557503
1,C5,0.38,18.53,371,358,1.0059872705879245
1,C5,0.39,19.015,325,316,1.0137811028196715
1,C5,0.4,19.5,287,283,1.0283416950425175
1,C5,0.41,19.985,262,262,1.0430678102054667
1,C5,0.42,20.47,230,224,1.0153995209228257
1,C5,0.43,20.955,208,200,1.0023191818323665
1,C5,0.44,21.44,178,168,0.9836551007761983
1,C5,0.45,21.925,162,156,1.0038120017890753
1,C5,0.46,22.41,148,145,1.0214420650741405
1,C5,0.47,22.895,139,137,1.0276140586428726
1,C5,0.48,23.38,123,124,1.0512431389226709
1,C5,0.49,23.865,114,118,1.0795272996876633
1,C5,0.5,24.35,104,110,1.1032094777280914
1,C5,0.51,24.835,98,101,1.0747507580744908
1,C5,0.52,25.32,89,87,1.0190590110548847
1,C5,0.53,25.805,82,77,0.9787232617933793
1,C5,0.54,26.29,78,76,1.0157274759239012
2,C0,0.14,6.89,10603,9992,0.9550329140769017
2,C0,0.15,7.375,11278,10668,0.9602616960789028
2,C0,0.16,7.86,11907,11247,0.9514439703566292
2,C0,0.17,8.345,12462,11797,0.9533242186383591
2,C0,0.18,8.83,12952,12277,0.9530851987550037
2,C0,0.19,9.315,13420,12754,0.9585588292518549
2,C0,0.2,9.8,13856,13159,0.9499837997041647
2,C0,0.21,10.285,14144,13431,0.9449013709081647
2,C0,0.22,10.77,14515,13766,0.9305039029241059
2,C0,0.23,11.255,14804,14054,0.928896784093382
2,C0,0.24,11.74,15056,14329,0.9388165490579717
2,C0,0.25,12.225,15279,14543,0.9330497060659957
2,C0,0.26,12.71,15509,14776,0.9330408420513181
2,C0,0.27,13.195,15654,14914,0.9269948981121906
2,C0,0.28,13.68,15846,15100,0.9195104413950674
2,C0,0.29,14.165,15997,15258,0.9215115530280836
2,C0,0.3,14.65,16143,15397,0.911081093325419
2,C0,0.31,15.135,16257,15594,0.9975862705296179
2,C0,0.32,15.62,16386,15749,1.0425540264724629
2,C0,0.33,16.105,16464,15817,1.035849084375205
2,C0,0.34,16.59,16530,15890,1.0575767929143327
2,C0,0.35,17.075,16614,15974,1.0741363314133265
2,C0,0.36,17.56,16682,16030,1.0616041897490756
2,C0,0.37,18.045,16740,16079,1.051639402015746
2,C0,0.38,18.53,16782,16109,1.0265570584885924
2,C0,0.39,19.015,16832,16156,1.027303083127832
2,C0,0.4,19.5,16873,16189,1.007434955253956
